Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,Processor_Graphics_,Graphics_Base_Frequency,Graphics_Max_Dynamic_Frequency,Graphics_Video_Max_Memory,Graphics_Output,Support_4k,Max_Resolution_HDMI,Max_Resolution_DP,Max_Resolution_eDP_Integrated_Flat_Panel,DirectX_Support,OpenGL_Support,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit,Geekbench_Single,Geekbench_Multi
Legacy Intel® Celeron® Processor,Mobile,B820,Launched,15522.0,32.0,,2.0,2.0,1.7,,2 MB,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.05 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,No,Yes,Yes,64.0,SSE4.x,Yes,Yes,,Yes,277.2,553.0
Legacy Intel® Celeron® Processor,Desktop,G550,End of Life,15431.0,32.0,42.0,2.0,2.0,2.6,,2 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066,2,17 GB/s,,,850 MHz,1.00 GHz,,,,,,,,,2,,,69.1°C,No,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,402.2,727.0
Legacy Intel® Celeron® Processor,Mobile,B830,Launched,15522.0,32.0,,2.0,2.0,1.8,,2 MB L3,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.05 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,No,Yes,Yes,64.0,SSE4.x,Yes,Yes,,Yes,312.0,556.8
Legacy Intel® Celeron® Processor,Desktop,G555,End of Life,15522.0,32.0,52.0,2.0,2.0,2.7,,2 MB SmartCache,5 GT/s DMI,65.0,No,,32 GB,DDR3 1066,2,17 GB/s,,,850 MHz,1.00 GHz,,,,,,,,,2,,,69.1°C,No,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,518.4,993.6
Legacy Intel® Celeron® Processor,Mobile,B840,Launched,15156.0,32.0,86.0,2.0,2.0,1.9,,2 MB L3,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,308.6,571.2
Legacy Intel® Celeron® Processor,Mobile,B710,Launched,15156.0,32.0,,1.0,1.0,1.6,,1.5 MB L3,,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,No,Yes,Yes,64.0,SSE4.x,Yes,Yes,,Yes,601.6,1769.8
Legacy Intel® Celeron® Processor,Desktop,G440,End of Life,15156.0,32.0,,1.0,1.0,1.6,,1 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066,2,17 GB/s,,,650 MHz,1.00 GHz,,,,,,,,,2,,,65.5°C,No,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,313.0,311.0
Legacy Intel® Celeron® Processor,Desktop,E3500,End of Interactive Support,14791.0,45.0,52.0,2.0,,2.7,,1 MB SmartCache,800 MHz FSB,65.0,No,,,,,,,,,,,,,,,,,,,,,74.1°C,No,Yes,Yes,64.0,"SSE2, SSE3, SSSE3",Yes,Yes,,Yes,217.2,400.2
Legacy Intel® Celeron® Processor,Mobile,T1700,End of Interactive Support,14153.0,65.0,,2.0,,1.83,,1 MB L2,667 MHz FSB,35.0,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64.0,,,,,Yes,829.0,3137.6
Legacy Intel® Celeron® Processor,Mobile,B720,Launched,15340.0,32.0,,1.0,1.0,1.7,,1.5 MB L3,5 GT/s DMI,35.0,No,Yes,16 GB,DDR3 1066/1333,2,21.3 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",16,100C,No,Yes,Yes,64.0,SSE4.x,Yes,Yes,,Yes,1089.0,4016.0
Legacy Intel® Celeron® Processor,Desktop,G460,End of Life,15248.0,32.0,37.0,1.0,2.0,1.8,,1.5 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066,2,17 GB/s,,,650 MHz,1.00 GHz,,,,,,,,,2,,,65.5°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,992.6,3534.4
Legacy Intel® Celeron® Processor,Desktop,E3400,End of Interactive Support,14610.0,45.0,42.0,2.0,,2.6,,1 MB SmartCache,800 MHz FSB,65.0,Yes,,,,,,,,,,,,,,,,,,,,,74.1°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,277.4,457.0
Legacy Intel® Celeron® Processor,Mobile,T3500,End of Interactive Support,14791.0,45.0,,2.0,,2.1,,1 MB,800 MHz FSB,35.0,No,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,500.0,777.2
Legacy Intel® Celeron® Processor,Mobile,T1600,End of Interactive Support,14153.0,65.0,,2.0,,1.66,,1 MB L2,667 MHz FSB,35.0,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64.0,,No,,,Yes,729.0,2716.6
Legacy Intel® Celeron® Processor,Desktop,E1200,End of Interactive Support,13879.0,65.0,,2.0,,1.6,,512 KB L2,800 MHz FSB,65.0,No,,,,,,,,,,,,,,,,,,,,,73.3°C,No,No,Yes,64.0,,Yes,Yes,,Yes,485.0,870.0
Legacy Intel® Celeron® Processor,Desktop,G465,End of Life,15522.0,32.0,37.0,1.0,2.0,1.9,,1.5 MB SmartCache,5 GT/s DMI,35.0,No,,32 GB,DDR3 1066,2,17 GB/s,,,650 MHz,1.00 GHz,,,,,,,,,2,,,65.5°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,1374.6,9206.8
Legacy Intel® Celeron® Processor,Mobile,P4600,End of Interactive Support,14791.0,32.0,,2.0,2.0,2.0,,2 MB SmartCache,2.5 GT/s DMI,35.0,No,,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,90°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,314.4,556.8
Legacy Intel® Celeron® Processor,Mobile,U3600,End of Interactive Support,14975.0,32.0,134.0,2.0,2.0,1.2,,2 MB SmartCache,2.5 GT/s DMI,18.0,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,191.2,378.2
Legacy Intel® Celeron® Processor,Mobile,T3300,End of Interactive Support,14610.0,45.0,,2.0,,2.0,,1 MB,800 MHz FSB,35.0,No,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,64.0,,,,,Yes,223.6,433.8
Legacy Intel® Celeron® Processor,Desktop,E3300,End of Interactive Support,14426.0,45.0,47.0,2.0,,2.5,,1 MB L2,800 MHz FSB,65.0,No,,,,,,,,,,,,,,,,,,,,,74.1°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,339.0,596.4
Legacy Intel® Celeron® Processor,Desktop,E1400,End of Interactive Support,13970.0,65.0,,2.0,,2.0,,512 KB L2,800 MHz FSB,65.0,No,,,,,,,,,,,,,,,,,,,,,73.3°C,No,No,Yes,64.0,,Yes,Yes,,Yes,253.8,429.0
Legacy Intel® Celeron® Processor,Desktop,G470,Launched,15796.0,32.0,37.0,1.0,2.0,2.0,,1.5 MB SmartCache,5 GT/s DMI,35.0,No,Yes,32 GB,DDR3 1066/1333,2,17 GB/s,,,650 MHz,1.00 GHz,,,,,,,,,2,,,65.5°C,Yes,Yes,Yes,64.0,SSE4.1/4.2,Yes,Yes,,Yes,367.0,459.6
Legacy Intel® Celeron® Processor,Mobile,P4505,End of Interactive Support,14610.0,32.0,68.0,2.0,2.0,1.86,,2 MB SmartCache,2.5 GT/s DMI,35.0,Yes,Yes,8 GB,DDR3 800/1066 ,2,17.1 GB/s,Yes,,500 MHz,667 MHz,,,,,,,,,2,"1X16, 2X8",16,90°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,250.0,247.0
Legacy Intel® Celeron® Processor,Desktop,E3200,End of Interactive Support,14426.0,45.0,47.0,2.0,,2.4,,1 MB L2,800 MHz FSB,65.0,No,,,,,,,,,,,,,,,,,,,,,74.1°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,279.0,453.4
Legacy Intel® Celeron® Processor,Desktop,E1500,End of Life,13330.0,65.0,47.0,2.0,,2.2,,512 KB L2,800 MHz FSB,65.0,Yes,,,,,,,,,,,,,,,,,,,,,73.3°C,No,No,Yes,64.0,,Yes,Yes,,Yes,227.2,439.0
Legacy Intel® Celeron® Processor,Mobile,U3400,End of Interactive Support,14700.0,32.0,,2.0,2.0,1.06,,2 MB SmartCache,2.5 GT/s DMI,18.0,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,179.6,328.0
Legacy Intel® Celeron® Processor,Mobile,P4500,End of Interactive Support,14610.0,32.0,68.0,2.0,2.0,1.86,,2 MB SmartCache,2.5 GT/s DMI,35.0,Yes,Yes,8 GB,DDR3 800/1066 ,2,17.1 GB/s,No,,500 MHz,667 MHz,,,,,,,,,2,1x16,16,90°C,No,Yes,Yes,64.0,,Yes,Yes,,Yes,299.0,570.0
Legacy Intel® Celeron® Processor,Mobile,SU2300,End of Interactive Support,14426.0,45.0,,2.0,,1.2,,1 MB,800 MHz FSB,10.0,No,,,,,,,,,,,,,,,,,,,,,100°C,,Yes,Yes,,,,Yes,,,180.6,309.6
Legacy Intel® Celeron® Processor,Mobile,T3100,End of Interactive Support,14061.0,45.0,62.0,2.0,,1.9,,1 MB L2,800 MHz FSB,35.0,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,No,Yes,64.0,,,,,Yes,246.6,429.0
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5600U,Launched,16436.0,14.0,393.0,2.0,4.0,2.6,3.2,4 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,,,300 MHz,950 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,782.2,1485.4
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5650U,Launched,16436.0,14.0,426.0,2.0,4.0,2.2,3.1,4 MB,5 GT/s DMI2,15.0,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,,,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,782.6,1555.4
5th Generation Intel® Core™ i7 Processors,Desktop,i7-5775C,Launched,16526.0,14.0,366.0,4.0,8.0,3.3,3.7,6 MB,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3L-1333/1600 @ 1.5V,2,25.6 GB/s,No,,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,1024.0,4107.0
5th Generation Intel® Core™ i7 Processors,Desktop,i7-5775R,Launched,16526.0,14.0,348.0,4.0,8.0,3.3,3.8,6 MB,5 GT/s DMI2,65.0,No,Yes,32 GB,DDR3L-1333/1600/1866 @ 1.5V,2,29.86 GB/s,No,,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/DVI/VGA ,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2,,3,"Up to 1x16, 2x8, 1x8+2x4",16,,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,975.4,3477.2
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5700HQ,Launched,16526.0,14.0,378.0,4.0,8.0,2.7,3.5,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,878.8,2933.2
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5750HQ,Launched,16526.0,14.0,434.0,4.0,8.0,2.5,3.4,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,884.0,3504.0
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5850HQ,Launched,16526.0,14.0,434.0,4.0,8.0,2.7,3.6,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,1003.0,4198.6
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5950HQ,Launched,16526.0,14.0,623.0,4.0,8.0,2.9,3.8,6 MB,5 GT/s DMI2,47.0,No,Yes,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/VGA,,2560x1600@60Hz,4096x2304@60Hz,,11.2/12,,3,1x16 or 2x8 or 1x8 2x4,16,105°C,Yes,Yes,Yes,64.0,SSE4.1/4.2 AVX 2.0,Yes,Yes,Yes,Yes,1115.0,4428.4
5th Generation Intel® Core™ i7 Processors,Mobile,i7-5500U,Launched,16436.0,14.0,393.0,2.0,4.0,2.4,3.0,4 MB,5 GT/s DMI2,15.0,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,,,300 MHz,950 MHz,16 GB,eDP/DP/HDMI,,2560x1600@60Hz,3840x2160@60Hz,,11.2/12,,2,"4x1, 2x4",12,105°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,653.8,1492.8
6th Generation Intel® Core™ m Processors,Mobile,M3-6Y30,Launched,16617.0,14.0,281.0,2.0,4.0,0.9,2.2,4 MB SmartCache,4 GT/s OPI,4.5,No,Yes,16 GB,"LPDDR3-1866, DDR3L-1600",2,29.8 GB/s,No,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI/DVI,,4096@2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,493.4,1145.4
6th Generation Intel® Core™ i3 Processors,Desktop,i3-6098P,Launched,16709.0,14.0,117.0,2.0,4.0,3.6,,3 MB,8 GT/s DMI3,54.0,No,Yes,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,Yes,,350 MHz,1.05 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,66°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,883.8,1915.2
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6287U,Launched,16617.0,14.0,304.0,2.0,4.0,3.1,3.5,4 MB SmartCache,4 GT/s OPI,28.0,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.10 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,698.0,1603.4
6th Generation Intel® Core™ i5 Processors,Mobile,i5-6267U,Launched,16617.0,14.0,304.0,2.0,4.0,2.9,3.3,4 MB SmartCache,4 GT/s OPI,28.0,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,682.4,1646.0
7th Generation Intel® Core™ m Processors,Mobile,M3-7Y30,Launched,16983.0,14.0,281.0,2.0,4.0,1.0,2.6,4 MB SmartCache,4 GT/s OPI,4.5,No,Yes,16 GB,"LPDDR3-1866, DDR3L-1600",2,29.8 GB/s,No,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,564.0,1268.0
7th Generation Intel® Core™ i3 Processors,Mobile,i3-7100H,Launched,17167.0,14.0,225.0,2.0,4.0,3.0,,3 MB,8 GT/s DMI3,35.0,No,Yes,64 GB,,2,34.1 GB/s,No,,350 MHz,950 MHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,525.6,1237.0
7th Generation Intel® Core™ i3 Processors,Mobile,i3-7100U,Launched,16983.0,14.0,281.0,2.0,4.0,2.4,,3 MB SmartCache,4 GT/s OPI,15.0,Yes,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,520.2,1281.4
7th Generation Intel® Core™ i3 Processors,Mobile,i3-7167U,Launched,17167.0,14.0,,2.0,4.0,2.8,,3 MB,4 GT/s OPI,28.0,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz ,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,735.0,1571.0
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100,Launched,17167.0,14.0,117.0,2.0,4.0,3.9,,3 MB SmartCache,8 GT/s DMI3,51.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,843.4,1782.6
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7100T,Launched,17167.0,14.0,117.0,2.0,4.0,3.4,,3 MB SmartCache,8 GT/s DMI3,35.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,92°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,889.2,1971.0
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101TE,Launched,17167.0,14.0,117.0,2.0,4.0,3.4,,3 MB SmartCache,8 GT/s DMI3,35.0,Yes,Yes,64 GB,"DDR3L-1600, DDR4-2400",2,34.1 GB/s,Yes,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,88°C,Yes,Yes,Yes,64.0,"AVX, SSE4.1, SSE4.2",Yes,Yes,,Yes,894.0,1914.0
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7101E,Launched,17167.0,14.0,117.0,2.0,4.0,3.9,,3 MB SmartCache,,54.0,Yes,Yes,64 GB,"DDR3L-1600, DDR4-2400",2,34.1 GB/s,Yes,,350 MHz,1.10 GHz,64 GB,eDP/DP/HDMI/DVI,,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x16,2x8,1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"AVX, SSE4.1, SSE4.2",Yes,Yes,,Yes,1033.0,2040.6
7th Generation Intel® Core™ i3 Processors,Mobile,i3-7130U,Launched,17257.0,14.0,,2.0,4.0,2.7,,3 MB SmartCache,4 GT/s OPI,15.0,,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.00 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,519.2,1255.6
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300T,Launched,17167.0,14.0,138.0,2.0,4.0,3.5,,4 MB SmartCache,8 GT/s DMI3,35.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.10 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,92°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,834.0,1456.0
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7300,Launched,17167.0,14.0,138.0,2.0,4.0,4.0,,4 MB SmartCache,8 GT/s DMI3,51.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,969.0,2201.2
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7320,Launched,17167.0,14.0,149.0,2.0,4.0,4.1,,4 MB SmartCache,8 GT/s DMI3,51.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,1089.4,2008.4
7th Generation Intel® Core™ i3 Processors,Desktop,i3-7350K,Launched,17167.0,14.0,168.0,2.0,4.0,4.2,,4 MB SmartCache,8 GT/s DMI3,60.0,No,Yes,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,,No,,350 MHz,1.15 GHz,64 GB,,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"Up to 1x16, 2x8, 1x8+2x4",16,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,1183.0,2751.0
7th Generation Intel® Core™ m Processors,Mobile,M3-7Y32,Launched,17257.0,14.0,281.0,2.0,4.0,1.1,3.0,4 MB SmartCache,4 GT/s OPI,4.5,No,Yes,16 GB,"LPDDR3-1866, DDR3L-1600",2,29.8 GB/s,No,,300 MHz,900 MHz,16 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,708.2,1529.2
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6500U,Launched,16617.0,14.0,393.0,2.0,4.0,2.5,3.1,4 MB SmartCache,4 GT/s OPI,15.0,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,706.2,1645.6
6th Generation Intel® Core™ i7 Processors,Mobile,i7-6560U,Announced,16617.0,14.0,,2.0,4.0,2.2,3.2,4 MB SmartCache,4 GT/s OPI,15.0,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,1.05 GHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,Yes,Yes,Yes,64.0,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,743.2,1661.6
